id,text,label
644,My NID number is 1234567890,1
645,ami thaki New York USA,0
646,amar nam Rahim Ahmed amar phone 01955667788,1
647,Contact me at rahim@gmail.com,1
648,Contact me at rahim@gmail.com,1
649,My name is Rahim Ahmed and my phone number is 01712345678,1
650,My NID number is 9876543210,1
651,My name is John Smith and my phone number is 01712345678,1
652,ami thaki Dhaka Bangladesh,0
653,My name is John Smith and my phone number is 01898765432,1
654,amar nam John Smith amar phone 01898765432,1
655,I live at New York USA,0
656,Contact me at john@yahoo.com,1
657,ami thaki Dhaka Bangladesh,0
658,David Miller lives in Dhaka Bangladesh and email is john@yahoo.com,1
659,Contact me at david@gmail.com,1
660,My NID number is 9876543210,1
661,My NID number is 9876543210,1
662,My NID number is 1234567890,1
663,David Miller lives in New York USA and email is john@yahoo.com,1
664,Nusrat Jahan lives in Dhaka Bangladesh and email is david@gmail.com,1
665,Contact me at david@gmail.com,1
666,amar email holo john@yahoo.com,1
667,My NID number is 1234567890,1
668,ami thaki New York USA,0
669,amar email holo john@yahoo.com,1
670,amar email holo john@yahoo.com,1
671,amar email holo david@gmail.com,1
672,Karim Hasan lives in Dhaka Bangladesh and email is john@yahoo.com,1
673,My name is John Smith and my phone number is 01955667788,1
674,My name is Rahim Ahmed and my phone number is 01955667788,1
675,Nusrat Jahan lives in New York USA and email is rahim@gmail.com,1
676,amar email holo rahim@gmail.com,1
677,amar nam Rahim Ahmed amar phone 01955667788,1
678,amar nam Rahim Ahmed amar phone 01898765432,1
679,Contact me at john@yahoo.com,1
680,ami thaki Dhaka Bangladesh,0
681,Rahim Ahmed lives in Dhaka Bangladesh and email is david@gmail.com,1
682,Nusrat Jahan lives in Dhaka Bangladesh and email is john@yahoo.com,1
683,ami thaki Dhaka Bangladesh,0
684,amar email holo john@yahoo.com,1
685,amar nam David Miller amar phone 01712345678,1
686,Contact me at david@gmail.com,1
687,amar nam Karim Hasan amar phone 01955667788,1
688,ami thaki Chittagong Bangladesh,0
689,amar nam David Miller amar phone 01712345678,1
690,Contact me at john@yahoo.com,1
691,I live at Dhaka Bangladesh,0
692,ami thaki New York USA,0
693,I live at Chittagong Bangladesh,0
694,My NID number is 9876543210,1
695,My NID number is 1234567890,1
696,ami thaki New York USA,0
697,ami thaki Dhaka Bangladesh,0
698,My name is Nusrat Jahan and my phone number is 01898765432,1
699,ami thaki Dhaka Bangladesh,0
700,amar email holo john@yahoo.com,1
701,My name is Rahim Ahmed and my phone number is 01955667788,1
702,Contact me at rahim@gmail.com,1
703,I live at Chittagong Bangladesh,0
704,My NID number is 9876543210,1
705,ami thaki New York USA,0
706,amar email holo john@yahoo.com,1
707,Rahim Ahmed lives in Dhaka Bangladesh and email is john@yahoo.com,1
708,John Smith lives in New York USA and email is david@gmail.com,1
709,Contact me at david@gmail.com,1
710,My name is Nusrat Jahan and my phone number is 01898765432,1
711,My NID number is 9876543210,1
712,My NID number is 1234567890,1
713,David Miller lives in Dhaka Bangladesh and email is john@yahoo.com,1
714,amar nam Rahim Ahmed amar phone 01712345678,1
715,Contact me at david@gmail.com,1
716,My NID number is 1234567890,1
717,Contact me at john@yahoo.com,1
718,amar nam Nusrat Jahan amar phone 01955667788,1
719,amar email holo david@gmail.com,1
720,I live at Chittagong Bangladesh,0
721,My NID number is 9876543210,1
722,My name is Karim Hasan and my phone number is 01712345678,1
723,I live at New York USA,0
724,I live at Dhaka Bangladesh,0
725,amar email holo rahim@gmail.com,1
726,Contact me at rahim@gmail.com,1
727,I live at New York USA,0
728,I live at New York USA,0
729,ami thaki Dhaka Bangladesh,0
730,My NID number is 9876543210,1
731,I live at Chittagong Bangladesh,0
732,amar nam Karim Hasan amar phone 01955667788,1
733,I live at New York USA,0
734,amar email holo rahim@gmail.com,1
735,amar email holo david@gmail.com,1
736,I live at Chittagong Bangladesh,0
737,ami thaki New York USA,0
738,ami thaki Chittagong Bangladesh,0
739,amar nam John Smith amar phone 01898765432,1
740,My name is Nusrat Jahan and my phone number is 01898765432,1
741,My name is David Miller and my phone number is 01955667788,1
742,Rahim Ahmed lives in Dhaka Bangladesh and email is rahim@gmail.com,1
743,amar email holo john@yahoo.com,1
744,My NID number is 9876543210,1
745,ami thaki New York USA,0
746,amar nam Nusrat Jahan amar phone 01955667788,1
747,I live at Dhaka Bangladesh,0
748,My name is Rahim Ahmed and my phone number is 01898765432,1
749,My name is Karim Hasan and my phone number is 01712345678,1
750,ami thaki New York USA,0
751,My NID number is 1234567890,1
752,David Miller lives in New York USA and email is rahim@gmail.com,1
753,My NID number is 9876543210,1
754,My NID number is 1234567890,1
755,Nusrat Jahan lives in Chittagong Bangladesh and email is david@gmail.com,1
756,amar email holo rahim@gmail.com,1
757,amar email holo john@yahoo.com,1
758,My name is Nusrat Jahan and my phone number is 01712345678,1
759,Contact me at rahim@gmail.com,1
760,Nusrat Jahan lives in Dhaka Bangladesh and email is david@gmail.com,1
761,amar nam John Smith amar phone 01898765432,1
762,I live at Dhaka Bangladesh,0
763,My NID number is 1234567890,1
764,amar nam Rahim Ahmed amar phone 01955667788,1
765,amar email holo john@yahoo.com,1
766,John Smith lives in New York USA and email is rahim@gmail.com,1
767,Nusrat Jahan lives in Chittagong Bangladesh and email is john@yahoo.com,1
768,amar nam Karim Hasan amar phone 01955667788,1
769,amar nam Nusrat Jahan amar phone 01955667788,1
770,David Miller lives in Chittagong Bangladesh and email is david@gmail.com,1
771,ami thaki Dhaka Bangladesh,0
772,I live at Dhaka Bangladesh,0
773,amar nam John Smith amar phone 01898765432,1
774,I live at Dhaka Bangladesh,0
775,I live at New York USA,0
776,ami thaki Chittagong Bangladesh,0
777,I live at Chittagong Bangladesh,0
778,amar email holo david@gmail.com,1
779,amar email holo rahim@gmail.com,1
780,I live at Dhaka Bangladesh,0
781,amar nam Karim Hasan amar phone 01712345678,1
782,My NID number is 9876543210,1
783,Contact me at rahim@gmail.com,1
784,ami thaki Dhaka Bangladesh,0
785,amar nam David Miller amar phone 01898765432,1
786,ami thaki New York USA,0
787,Nusrat Jahan lives in Chittagong Bangladesh and email is rahim@gmail.com,1
788,Nusrat Jahan lives in New York USA and email is john@yahoo.com,1
789,amar nam Nusrat Jahan amar phone 01898765432,1
790,I live at Dhaka Bangladesh,0
791,My name is Nusrat Jahan and my phone number is 01898765432,1
792,amar email holo david@gmail.com,1
793,ami thaki Dhaka Bangladesh,0
794,My NID number is 1234567890,1
795,ami thaki Chittagong Bangladesh,0
796,My name is John Smith and my phone number is 01955667788,1
797,My name is Rahim Ahmed and my phone number is 01712345678,1
798,amar email holo rahim@gmail.com,1
799,My NID number is 9876543210,1
800,Rahim Ahmed lives in New York USA and email is john@yahoo.com,1
801,My NID number is 9876543210,1
802,amar nam John Smith amar phone 01898765432,1
803,My name is Rahim Ahmed and my phone number is 01955667788,1
804,My name is Nusrat Jahan and my phone number is 01955667788,1
805,My NID number is 1234567890,1
806,amar email holo john@yahoo.com,1
807,I live at New York USA,0
808,I live at Dhaka Bangladesh,0
809,I live at Chittagong Bangladesh,0
810,My NID number is 9876543210,1
811,Contact me at rahim@gmail.com,1
812,Contact me at david@gmail.com,1
813,amar email holo john@yahoo.com,1
814,Contact me at rahim@gmail.com,1
815,ami thaki Chittagong Bangladesh,0
816,Contact me at john@yahoo.com,1
817,John Smith lives in Chittagong Bangladesh and email is david@gmail.com,1
818,John Smith lives in New York USA and email is john@yahoo.com,1
819,ami thaki Chittagong Bangladesh,0
820,amar nam John Smith amar phone 01898765432,1
821,I live at New York USA,0
822,amar email holo david@gmail.com,1
823,ami thaki New York USA,0
824,John Smith lives in New York USA and email is rahim@gmail.com,1
825,Karim Hasan lives in Chittagong Bangladesh and email is john@yahoo.com,1
826,amar email holo john@yahoo.com,1
827,I live at Dhaka Bangladesh,0
828,amar email holo john@yahoo.com,1
829,Nusrat Jahan lives in Dhaka Bangladesh and email is david@gmail.com,1
830,Contact me at david@gmail.com,1
831,My name is Rahim Ahmed and my phone number is 01955667788,1
832,Karim Hasan lives in Chittagong Bangladesh and email is john@yahoo.com,1
833,My name is Rahim Ahmed and my phone number is 01712345678,1
834,amar email holo rahim@gmail.com,1
835,Contact me at david@gmail.com,1
836,amar nam David Miller amar phone 01712345678,1
837,amar email holo rahim@gmail.com,1
838,My name is Rahim Ahmed and my phone number is 01712345678,1
839,My name is David Miller and my phone number is 01955667788,1
840,ami thaki Chittagong Bangladesh,0
841,My name is Rahim Ahmed and my phone number is 01955667788,1
842,Karim Hasan lives in Dhaka Bangladesh and email is rahim@gmail.com,1
843,I live at Dhaka Bangladesh,0
844,My name is Karim Hasan and my phone number is 01955667788,1
845,Contact me at david@gmail.com,1
846,My name is Karim Hasan and my phone number is 01955667788,1
847,Contact me at david@gmail.com,1
848,Contact me at david@gmail.com,1
849,Nusrat Jahan lives in New York USA and email is john@yahoo.com,1
850,I live at New York USA,0
851,Rahim Ahmed lives in New York USA and email is john@yahoo.com,1
852,Contact me at rahim@gmail.com,1
853,I live at Chittagong Bangladesh,0
854,I live at Dhaka Bangladesh,0
855,amar email holo rahim@gmail.com,1
856,Contact me at rahim@gmail.com,1
857,Contact me at john@yahoo.com,1
858,ami thaki Dhaka Bangladesh,0
859,amar email holo david@gmail.com,1
860,amar email holo david@gmail.com,1
861,I live at New York USA,0
862,amar email holo rahim@gmail.com,1
863,Contact me at john@yahoo.com,1
864,I live at Dhaka Bangladesh,0
865,John Smith lives in New York USA and email is david@gmail.com,1
866,Rahim Ahmed lives in New York USA and email is rahim@gmail.com,1
867,ami thaki Chittagong Bangladesh,0
868,ami thaki Dhaka Bangladesh,0
869,My name is Nusrat Jahan and my phone number is 01955667788,1
870,My name is David Miller and my phone number is 01955667788,1
871,ami thaki Dhaka Bangladesh,0
872,Contact me at rahim@gmail.com,1
873,Contact me at david@gmail.com,1
874,ami thaki Dhaka Bangladesh,0
875,Rahim Ahmed lives in New York USA and email is john@yahoo.com,1
876,ami thaki Chittagong Bangladesh,0
877,ami thaki Chittagong Bangladesh,0
878,Rahim Ahmed lives in Chittagong Bangladesh and email is david@gmail.com,1
879,ami thaki Dhaka Bangladesh,0
880,Nusrat Jahan lives in New York USA and email is david@gmail.com,1
881,Rahim Ahmed lives in New York USA and email is john@yahoo.com,1
882,My NID number is 1234567890,1
883,I live at New York USA,0
884,I live at Chittagong Bangladesh,0
885,David Miller lives in New York USA and email is david@gmail.com,1
886,Rahim Ahmed lives in New York USA and email is rahim@gmail.com,1
887,My name is Rahim Ahmed and my phone number is 01955667788,1
888,amar email holo david@gmail.com,1
889,ami thaki New York USA,0
890,ami thaki Dhaka Bangladesh,0
891,My name is David Miller and my phone number is 01955667788,1
892,Contact me at john@yahoo.com,1
893,ami thaki Dhaka Bangladesh,0
894,amar email holo john@yahoo.com,1
895,My NID number is 1234567890,1
896,amar email holo rahim@gmail.com,1
897,Contact me at john@yahoo.com,1
898,amar nam John Smith amar phone 01955667788,1
899,My name is Karim Hasan and my phone number is 01712345678,1
900,ami thaki Dhaka Bangladesh,0
901,amar email holo rahim@gmail.com,1
902,David Miller lives in New York USA and email is rahim@gmail.com,1
903,Contact me at rahim@gmail.com,1
904,My NID number is 9876543210,1
905,Contact me at rahim@gmail.com,1
906,Rahim Ahmed lives in Dhaka Bangladesh and email is john@yahoo.com,1
907,amar nam Nusrat Jahan amar phone 01898765432,1
908,Nusrat Jahan lives in New York USA and email is rahim@gmail.com,1
909,ami thaki Dhaka Bangladesh,0
910,amar nam Rahim Ahmed amar phone 01955667788,1
911,I live at Chittagong Bangladesh,0
912,Contact me at john@yahoo.com,1
913,ami thaki New York USA,0
914,My NID number is 9876543210,1
915,I live at New York USA,0
916,My NID number is 9876543210,1
917,ami thaki Chittagong Bangladesh,0
918,My NID number is 1234567890,1
919,David Miller lives in Chittagong Bangladesh and email is john@yahoo.com,1
920,My NID number is 9876543210,1
921,amar email holo john@yahoo.com,1
922,My NID number is 9876543210,1
923,amar email holo david@gmail.com,1
924,My name is David Miller and my phone number is 01898765432,1
925,I live at Dhaka Bangladesh,0
926,Karim Hasan lives in New York USA and email is john@yahoo.com,1
927,My NID number is 9876543210,1
928,Contact me at rahim@gmail.com,1
929,I live at Dhaka Bangladesh,0
930,ami thaki Dhaka Bangladesh,0
931,My NID number is 9876543210,1
932,My NID number is 1234567890,1
933,I live at Dhaka Bangladesh,0
934,ami thaki New York USA,0
935,My name is Karim Hasan and my phone number is 01898765432,1
936,Karim Hasan lives in New York USA and email is david@gmail.com,1
937,ami thaki Chittagong Bangladesh,0
938,amar email holo john@yahoo.com,1
939,Rahim Ahmed lives in New York USA and email is david@gmail.com,1
940,amar nam Rahim Ahmed amar phone 01955667788,1
941,amar nam Karim Hasan amar phone 01898765432,1
942,My name is Rahim Ahmed and my phone number is 01955667788,1
943,Nusrat Jahan lives in New York USA and email is david@gmail.com,1
944,Contact me at rahim@gmail.com,1
945,I live at Chittagong Bangladesh,0
946,Contact me at david@gmail.com,1
947,My NID number is 9876543210,1
948,I live at New York USA,0
949,Contact me at john@yahoo.com,1
950,amar nam John Smith amar phone 01955667788,1
951,amar email holo rahim@gmail.com,1
952,Contact me at rahim@gmail.com,1
953,Contact me at david@gmail.com,1
954,amar email holo john@yahoo.com,1
955,My name is John Smith and my phone number is 01898765432,1
956,Karim Hasan lives in Chittagong Bangladesh and email is david@gmail.com,1
957,My name is John Smith and my phone number is 01898765432,1
958,ami thaki Chittagong Bangladesh,0
959,My name is David Miller and my phone number is 01898765432,1
960,ami thaki Chittagong Bangladesh,0
961,Nusrat Jahan lives in New York USA and email is david@gmail.com,1
962,Contact me at rahim@gmail.com,1
963,amar email holo john@yahoo.com,1
964,amar nam Karim Hasan amar phone 01712345678,1
965,amar email holo john@yahoo.com,1
966,My NID number is 1234567890,1
967,Contact me at david@gmail.com,1
968,My NID number is 1234567890,1
969,I live at New York USA,0
970,David Miller lives in New York USA and email is john@yahoo.com,1
971,I live at Chittagong Bangladesh,0
972,My NID number is 9876543210,1
973,Contact me at david@gmail.com,1
974,amar nam Nusrat Jahan amar phone 01898765432,1
975,My NID number is 9876543210,1
976,Contact me at rahim@gmail.com,1
977,My NID number is 1234567890,1
978,amar nam John Smith amar phone 01898765432,1
979,Contact me at john@yahoo.com,1
980,David Miller lives in Dhaka Bangladesh and email is rahim@gmail.com,1
981,My NID number is 1234567890,1
982,I live at Dhaka Bangladesh,0
983,ami thaki Chittagong Bangladesh,0
984,ami thaki Dhaka Bangladesh,0
985,I live at Chittagong Bangladesh,0
986,My NID number is 9876543210,1
987,Nusrat Jahan lives in Dhaka Bangladesh and email is rahim@gmail.com,1
988,I live at New York USA,0
989,My name is Karim Hasan and my phone number is 01712345678,1
990,I live at Dhaka Bangladesh,0
991,David Miller lives in Dhaka Bangladesh and email is david@gmail.com,1
992,I live at New York USA,0
993,amar nam Nusrat Jahan amar phone 01955667788,1
